   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
   0,             0,               0,              1,         0,           0,          4
   1,             0,               0,              0,         0,           0,          0
   2,             1,               0,              7,         1,           0,         10
   3,             3,               2,              9,         3,           0,         15
   4,             4,               2,              8,         5,           0,         11
   5,             5,               2,              5,         6,           0,         12
   6,             6,               2,              5,         8,           0,         16
   7,             7,               2,              6,        10,           0,         19
   8,             8,               2,              7,        13,           0,         24
   9,             9,               2,              6,        14,           0,         25
  10,            10,               2,              7,        16,           0,         26
  11,            11,               2,              7,        18,           0,         30
  12,            13,               3,              9,        21,           0,         35
  13,            14,               3,             11,        24,           0,         37
  14,            15,               3,             12,        26,           0,         41
  15,            16,               3,             12,        30,           0,         44
  16,            17,               3,             12,        33,           0,         47
  17,            19,               4,             14,        34,           0,         51
  18,            20,               4,             14,        38,           0,         56
  19,            21,               4,             15,        40,           0,         58
  20,            23,               5,             15,        41,           0,         61
  21,            25,               6,             18,        45,           0,         66
  22,            26,               6,             18,        50,           0,         71
  23,            27,               6,             19,        51,           0,         72
  24,            28,               6,             20,        55,           0,         77
  25,            29,               6,             20,        57,           0,         81
  26,            31,               7,             22,        62,           0,         85
  27,            33,               8,             22,        65,           0,         90
  28,            36,              10,             26,        67,           0,         92
  29,            37,              10,             26,        73,           0,         98
  30,            38,              10,             28,        77,           0,        101
  31,            40,              11,             29,        81,           0,        108
  32,            41,              11,             29,        85,           0,        111
  33,            42,              11,             49,        86,           0,        116
  34,            43,              11,             30,        89,           0,        116
  35,            45,              12,             31,        90,           0,        122
  36,            46,              12,             33,        95,           0,        124
  37,            47,              12,             31,        98,           0,        130
  38,            48,              12,             35,       101,           0,        134
  39,            49,              12,             34,       105,           0,        138
  40,            51,              13,             35,       107,           0,        140
  41,            52,              13,             36,       110,           0,        145
  42,            53,              13,             36,       112,           0,        149
  43,            54,              13,             36,       116,           0,        155
  44,            55,              13,             36,       121,           0,        158
  45,            56,              13,             38,       125,           0,        162
  46,            57,              13,             37,       125,           0,        167
  47,            59,              14,             41,       131,           0,        174
  48,            61,              15,             41,       137,           0,        178
  49,            62,              15,             41,       139,           0,        180
  50,            63,              15,             43,       142,           0,        183
  51,            65,              16,             44,       145,           0,        190
  52,            67,              17,             46,       152,           0,        192
  53,            70,              19,             49,       156,           0,        196
  54,            73,              21,             51,       160,           0,        200
  55,            74,              21,             51,       165,           0,        205
  56,            75,              21,             51,       163,           0,        206
  57,            76,              21,             52,       165,           0,        272
  58,            77,              21,            177,       179,           0,        322
  59,            78,              21,             56,       180,           0,        389
  60,            79,              21,            210,       184,           0,        257
  61,            80,              21,             57,       187,           0,        288
  62,            81,              21,            106,       194,           0,        341
  63,            82,              21,             59,       198,           0,        280
  64,            84,              22,             61,       202,           0,        251
  65,            85,              22,             60,       204,           0,        256
  66,            86,              22,            165,       205,           0,        267
  67,            87,              22,             61,       209,           0,        262
  68,            89,              23,             61,       214,           0,        265
  69,            92,              25,             65,       216,           0,        270
  70,            96,              28,             69,       219,           0,        468
  71,           100,              31,            101,       220,           0,        506
  72,           101,              31,            199,       230,           0,        336
  73,           102,              31,             76,       230,           0,        298
  74,           103,              31,             77,       237,           0,        429
  75,           104,              31,            144,       240,           0,        397
  76,           105,              31,             81,       239,           0,        319
  77,           106,              31,             77,       245,           0,        513
  78,           108,              32,             94,       250,           0,        318
  79,           111,              34,             81,       254,           0,        452
  80,           112,              34,             97,       262,           0,        567
  81,           113,              34,             84,       262,           0,        329
  82,           114,              34,             81,       263,           0,        328
  83,           116,              35,             83,       271,           0,        379
  84,           117,              35,             84,       270,           0,        339
  85,           120,              37,             86,       274,           0,        343
  86,           124,              40,             89,       280,           0,        348
  87,           125,              40,             91,       285,           0,        352
  88,           126,              40,             90,       291,           0,        420
  89,           127,              40,             94,       294,           0,        374
  90,           128,              40,             91,       302,           0,        380
  91,           130,              41,             96,       304,           0,        765
  92,           131,              41,            252,       307,           0,        598
  93,           132,              41,             98,       310,           0,        386
  94,           133,              41,             95,       314,           0,        388
  95,           134,              41,             96,       320,           0,        391
  96,           135,              41,             97,       326,           0,        397
  97,           139,              44,             98,       329,           0,        406
  98,           144,              48,            105,       333,           0,        405
  99,           145,              48,            105,       340,           0,        411
 100,           146,              48,            105,       343,           0,        415
 101,           147,              48,            105,       346,           0,        418
 102,           148,              48,            106,       349,           0,        429
 103,           149,              48,            106,       354,           0,        427
 104,           150,              48,            108,       357,           0,        576
 105,           151,              48,            231,       359,           0,        655
 106,           152,              48,            113,       364,           0,        605
 107,           154,              49,            114,       366,           0,        447
 108,           156,              50,            113,       380,           0,        456
 109,           160,              53,            118,       381,           0,        459
 110,           163,              55,            118,       388,           0,        463
 111,           164,              55,            124,       391,           0,        540
 112,           165,              55,            121,       389,           0,        469
 113,           167,              56,            121,       391,           0,        473
 114,           169,              57,            139,       397,           0,        479
 115,           173,              60,            126,       400,           0,        482
 116,           174,              60,            197,       421,           0,        530
 117,           175,              60,            130,       420,           0,        499
 118,           176,              60,            133,       422,           0,        529
 119,           179,              62,            136,       425,           0,        503
 120,           180,              62,            135,       437,           0,        510
 121,           181,              62,            133,       438,           0,        517
 122,           182,              62,            131,       442,           0,        521
 123,           183,              62,            133,       447,           0,        525
 124,           184,              62,            133,       455,           0,        540
 125,           185,              62,            134,       457,           0,        544
 126,           186,              62,            134,       464,           0,        542
 127,           187,              62,            135,       470,           0,        555
 128,           188,              62,            134,       477,           0,        550
 129,           191,              64,            138,       479,           0,        560
 130,           192,              64,            138,       478,           0,        567
 131,           193,              64,            138,       483,           0,        566
 132,           194,              64,            138,       485,           0,        582
 133,           196,              65,            140,       489,           0,        586
 134,           197,              65,            142,       494,           0,        584
 135,           198,              65,            141,       494,           0,        647
 136,           199,              65,            144,       500,           0,        593
 137,           200,              65,            144,       503,           0,        605
 138,           201,              65,            145,       505,           0,        764
 139,           202,              65,            149,       512,           0,        618
 140,           203,              65,            147,       510,           0,        609
 141,           204,              65,            145,       514,           0,        612
 142,           205,              65,            147,       517,           0,        616
 143,           208,              67,            150,       523,           0,        623
 144,           209,              67,            149,       535,           0,        628
 145,           210,              67,            149,       536,           0,        633
 146,           212,              68,            152,       535,           0,        637
 147,           213,              68,            150,       539,           0,        638
 148,           214,              68,            153,       547,           0,        647
 149,           215,              68,            152,       552,           0,        657
 150,           217,              69,            154,       554,           0,        654
 151,           219,              70,            156,       555,           0,        693
 152,           220,              70,            159,       559,           0,        674
 153,           221,              70,            164,       561,           0,       1074
 154,           222,              70,            224,       569,           0,        824
 155,           223,              70,            169,       576,           0,       1055
 156,           224,              70,            166,       582,           0,        829
 157,           225,              70,            162,       589,           0,        697
 158,           226,              70,            159,       585,           0,        696
 159,           228,              71,            160,       594,           0,        703
 160,           229,              71,            161,       604,           0,        708
 161,           230,              71,            161,       606,           0,        715
 162,           232,              72,            164,       603,           0,        832
 163,           233,              72,            171,       611,           0,        731
 164,           234,              72,            165,       616,           0,        732
 165,           236,              73,            166,       618,           0,        733
 166,           239,              75,            169,       623,           0,        737
 167,           243,              78,            172,       630,           0,        754
 168,           248,              82,            177,       629,           0,        775
 169,           249,              82,            178,       636,           0,        756
 170,           250,              82,            178,       641,           0,        769
 171,           251,              82,            180,       641,           0,        760
 172,           252,              82,            343,       648,           0,        771
 173,           253,              82,            181,       649,           0,        771
 174,           254,              82,            181,       656,           0,        783
 175,           256,              83,            182,       665,           0,        785
 176,           257,              83,            184,       668,           0,        787
 177,           258,              83,            184,       671,           0,        794
 178,           260,              84,            186,       677,           0,        813
 179,           261,              84,            196,       682,           0,        842
 180,           262,              84,            188,       691,           0,       1895
 181,           263,              84,            211,       698,           0,        921
 182,           264,              84,            190,       699,           0,        833
 183,           265,              84,            189,       700,           0,        822
 184,           267,              85,            192,       706,           0,        834
 185,           269,              86,            190,       713,           0,        838
 186,           272,              88,            194,       713,           0,        842
 187,           274,              89,            195,       720,           0,        847
 188,           275,              89,            223,       731,           0,        862
 189,           276,              89,            196,       734,           0,        859
 190,           277,              89,            197,       742,           0,        864
 191,           279,              90,            198,       746,           0,        867
 192,           282,              92,            203,       750,           0,        884
 193,           286,              95,            205,       751,           0,        956
 194,           291,              99,            212,       758,           0,        887
 195,           292,              99,            211,       766,           0,        891
 196,           293,              99,            210,       765,           0,        895
 197,           294,              99,            211,       769,           0,        908
 198,           295,              99,            211,       778,           0,        958
 199,           296,              99,            214,       783,           0,        913
 200,           297,              99,            215,       783,           0,        912
 201,           298,              99,            213,       784,           0,        949
 202,           300,             100,            217,       795,           0,        987
 203,           301,             100,            220,       803,           0,        933
 204,           302,             100,            218,       799,           0,        936
 205,           303,             100,            216,       803,           0,        936
 206,           305,             101,            220,       806,           0,        939
 207,           306,             101,            219,       818,           0,        962
 208,           309,             103,            222,       817,           0,        953
 209,           310,             103,            222,       821,           0,        957
 210,           311,             103,            222,       826,           0,        961
 211,           312,             103,            224,       836,           0,        971
 212,           313,             103,            223,       839,           0,        972
 213,           314,             103,            225,       842,           0,        978
 214,           315,             103,            224,       846,           0,        983
 215,           316,             103,            226,       849,           0,        988
 216,           317,             103,            226,       858,           0,       1005
 217,           318,             103,            226,       860,           0,        997
 218,           320,             104,            229,       872,           0,       1007
 219,           321,             104,            227,       876,           0,       1010
 220,           322,             104,            228,       879,           0,       1016
 221,           323,             104,            230,       882,           0,       1019
 222,           326,             106,            232,       888,           0,       1036
 223,           327,             106,            232,       895,           0,       1030
 224,           328,             106,            233,       892,           0,       1041
 225,           330,             107,            235,       895,           0,       1037
 226,           331,             107,            236,       906,           0,       1042
 227,           332,             107,            238,       907,           0,       1052
 228,           333,             107,            237,       907,           0,       1051
 229,           334,             107,            237,       911,           0,       1053
 230,           336,             108,            239,       912,           0,       1058
 231,           339,             110,            242,       925,           0,       1067
 232,           342,             112,            244,       943,           0,       1096
 233,           343,             112,            246,       949,           0,       1087
 234,           344,             112,            246,       948,           0,       1088
 235,           345,             112,            246,       960,           0,       1096
 236,           346,             112,            246,       958,           0,       1153
 237,           347,             112,            250,       965,           0,       1105
 238,           349,             113,            249,       960,           0,       1101
 239,           350,             113,            249,       976,           0,       1113
 240,           351,             113,            250,       981,           0,       1116
 241,           353,             114,            251,       990,           0,       1125
 242,           356,             116,            253,       992,           0,       1174
 243,           357,             116,            256,       993,           0,       1136
 244,           358,             116,            254,       999,           0,       1136
 245,           359,             116,            253,      1005,           0,       1166
 246,           361,             117,            257,      1015,           0,       1149
 247,           363,             118,            257,      1018,           0,       1154
 248,           365,             119,            258,      1025,           0,       1165
 249,           366,             119,            261,      1035,           0,       1171
 250,           367,             119,            261,      1033,           0,       1172
 251,           369,             120,            262,      1045,           0,       1179
 252,           370,             120,            262,      1049,           0,       1186
 253,           371,             120,            264,      1061,           0,       1209
 254,           373,             121,            264,      1063,           0,       1200
 255,           375,             122,            266,      1073,           0,       1205
 256,           376,             122,            267,      1076,           0,       1208
 257,           377,             122,            267,      1077,           0,       1219
 258,           379,             123,            269,      1088,           0,       1222
 259,           380,             123,            271,      1085,           0,       1231
 260,           381,             123,            271,      1089,           0,       1286
 261,           382,             123,            275,      1088,           0,       1246
 262,           383,             123,            272,      1096,           0,       1244
 263,           384,             123,            272,      1098,           0,       1299
 264,           385,             123,            272,      1097,           0,       1261
 265,           386,             123,            274,      1099,           0,       1256
 266,           387,             123,            275,      1110,           0,       1291
 267,           388,             123,            284,      1113,           0,       1293
 268,           389,             123,            277,      1118,           0,       1280
 269,           390,             123,            276,      1120,           0,       1286
 270,           391,             123,            278,      1116,           0,       1286
 271,           393,             124,            279,      1128,           0,       1309
 272,           396,             126,            282,      1133,           0,       1300
 273,           398,             127,            284,      1137,           0,       1307
 274,           399,             127,            284,      1143,           0,       1322
 275,           400,             127,            284,      1146,           0,       1318
 276,           402,             128,            289,      1138,           0,       1317
 277,           405,             130,            290,      1145,           0,       1323
 278,           406,             130,            291,      1162,           0,       1349
 279,           407,             130,            291,      1162,           0,       1398
 280,           408,             130,            297,      1165,           0,       1357
 281,           410,             131,            296,      1165,           0,       1350
 282,           411,             131,            293,      1170,           0,       1363
 283,           413,             132,            296,      1175,           0,       1352
 284,           414,             132,            295,      1182,           0,       1420
 285,           415,             132,            296,      1186,           0,       1379
 286,           417,             133,            297,      1192,           0,       1367
 287,           419,             134,            299,      1201,           0,       1379
 288,           422,             136,            303,      1204,           0,       1396
 289,           426,             139,            306,      1208,           0,       1456
 290,           427,             139,            322,      1221,           0,       1419
 291,           428,             139,            310,      1216,           0,       1407
 292,           429,             139,            310,      1215,           0,       1410
 293,           430,             139,            309,      1215,           0,       1403
 294,           431,             139,            308,      1231,           0,       1436
 295,           432,             139,            312,      1232,           0,       1417
 296,           435,             141,            312,      1237,           0,       1420
 297,           436,             141,            313,      1245,           0,       1430
 298,           437,             141,            313,      1251,           0,       1434
 299,           438,             141,            313,      1259,           0,       1450
 300,           439,             141,            314,      1259,           0,       1444
 301,           440,             141,            315,      1260,           0,       1463
 302,           441,             141,            316,      1267,           0,       1470
 303,           443,             142,            318,      1262,           0,       1459
 304,           446,             144,            319,      1273,           0,       1697
 305,           450,             147,            333,      1280,           0,       1505
 306,           451,             147,            329,      1282,           0,       1479
 307,           452,             147,            325,      1284,           0,       1482
 308,           454,             148,            327,      1291,           0,       1487
 309,           455,             148,            327,      1296,           0,       1494
 310,           456,             148,            328,      1315,           0,       1504
 311,           457,             148,            327,      1311,           0,       1502
 312,           458,             148,            327,      1328,           0,       1516
 313,           460,             149,            358,      1329,           0,       1569
 314,           462,             150,            377,      1327,           0,       1554
 315,           463,             150,            335,      1342,           0,       1535
 316,           464,             150,            334,      1331,           0,       1582
 317,           465,             150,            339,      1342,           0,       1543
 318,           467,             151,            335,      1348,           0,       1548
 319,           470,             153,            339,      1357,           0,       1547
 320,           474,             156,            343,      1379,           0,       1562
 321,           475,             156,            438,      1381,           0,       1659
 322,           476,             156,            346,      1366,           0,       1564
 323,           477,             156,            345,      1378,           0,       1577
 324,           478,             156,            344,      1376,           0,       1579
 325,           480,             157,            347,      1379,           0,       1586
 326,           481,             157,            348,      1388,           0,       1594
 327,           482,             157,            348,      1394,           0,       2034
 328,           484,             158,            354,      1401,           0,       1608
 329,           485,             158,            350,      1402,           0,       1691
 330,           486,             158,            532,      1403,           0,       1625
 331,           488,             159,            355,      1410,           0,       2048
 332,           490,             160,            458,      1411,           0,       1630
 333,           494,             163,            360,      1424,           0,       1672
 334,           495,             163,            538,      1425,           0,       1643
 335,           496,             163,            360,      1430,           0,       1638
 336,           497,             163,            401,      1428,           0,       1686
 337,           498,             163,            604,      1430,           0,       2811
 338,           499,             163,            367,      1443,           0,       1662
 339,           500,             163,            361,      1453,           0,       1677
 340,           502,             164,            366,      1453,           0,       1670
 341,           504,             165,            369,      1454,           0,       2888
 342,           505,             165,            370,      1452,           0,       2529
 343,           506,             165,            372,      1466,           0,       1693
 344,           507,             165,            368,      1467,           0,       1737
 345,           510,             167,            373,      1475,           0,       1706
 346,           512,             168,            374,      1479,           0,       1892
 347,           517,             172,            628,      1483,           0,       2025
 348,           518,             172,            383,      1492,           0,       2707
 349,           519,             172,            383,      1494,           0,       1757
 350,           520,             172,            377,      1515,           0,       1720
 351,           522,             173,            379,      1515,           0,       1718
 352,           524,             174,            380,      1518,           0,       2566
 353,           525,             174,            416,      1522,           0,       2008
 354,           526,             174,            473,      1526,           0,       2447
 355,           527,             174,            388,      1530,           0,       1748
 356,           528,             174,            383,      1533,           0,       1770
 357,           530,             175,            387,      1539,           0,       1770
 358,           531,             175,            384,      1551,           0,       2659
 359,           532,             175,            407,      1559,           0,       2249
 360,           533,             175,            836,      1561,           0,       1851
 361,           535,             176,            390,      1565,           0,       2940
 362,           538,             178,            674,      1578,           0,       3097
 363,           539,             178,            965,      1579,           0,       2099
 364,           543,             181,            973,      1581,           0,       2363
 365,           544,             181,            473,      1590,           0,       1983
 366,           545,             181,            401,      1594,           0,       1911
 367,           546,             181,            401,      1601,           0,       1872
 368,           548,             182,            404,      1603,           0,       1842
 369,           550,             183,            406,      1608,           0,       4800
 370,           551,             183,            449,      1613,           0,       1859
 371,           552,             183,            406,      1621,           0,       1860
 372,           553,             183,            406,      1627,           0,       2061
 373,           555,             184,            782,      1629,           0,       2794
 374,           556,             184,           1076,      1637,           0,       2569
 375,           557,             184,            411,      1637,           0,       2010
 376,           559,             185,            412,      1656,           0,       1967
 377,           562,             187,            500,      1663,           0,       2731
 378,           566,             190,            776,      1665,           0,       4784
 379,           568,             191,            420,      1662,           0,       2743
 380,           569,             191,            811,      1687,           0,       1934
 381,           570,             191,            421,      1696,           0,       1936
 382,           572,             192,            420,      1686,           0,       2048
 383,           573,             192,            423,      1698,           0,       2150
 384,           576,             194,            430,      1711,           0,       1945
 385,           577,             194,            423,      1714,           0,       2027
 386,           578,             194,            427,      1700,           0,       1998
 387,           579,             194,            424,      1710,           0,       1956
 388,           580,             194,            425,      1719,           0,       1955
 389,           582,             195,            430,      1718,           0,       1959
 390,           585,             197,            429,      1727,           0,       1948
 391,           586,             197,            428,      1734,           0,       1952
 392,           588,             198,            431,      1738,           0,       1958
 393,           589,             198,            435,      1741,           0,       1965
 394,           590,             198,            431,      1739,           0,       2090
 395,           592,             199,            437,      1743,           0,       1971
 396,           593,             199,            437,      1759,           0,       1980
 397,           594,             199,            434,      1762,           0,       1986
 398,           595,             199,            433,      1765,           0,       1990
 399,           597,             200,            435,      1770,           0,       1992
 400,           598,             200,            435,      1777,           0,       2009
 401,           599,             200,            437,      1781,           0,       2129
 402,           601,             201,           1002,      1774,           0,       2281
 403,           603,             202,            544,      1781,           0,       2286
 404,           607,             205,            456,      1793,           0,       2079
 405,           608,             205,            462,      1804,           0,       2058
 406,           609,             205,            450,      1803,           0,       2131
 407,           610,             205,            469,      1812,           0,       2656
 408,           611,             205,            605,      1817,           0,       2355
 409,           612,             205,            454,      1815,           0,       2049
 410,           613,             205,            450,      1814,           0,       2088
 411,           616,             207,            672,      1827,           0,       2099
 412,           620,             210,            460,      1830,           0,       2068
 413,           621,             210,            538,      1834,           0,       2079
 414,           622,             210,            459,      1844,           0,       2074
 415,           623,             210,            457,      1858,           0,       2083
 416,           624,             210,            459,      1852,           0,       2218
 417,           625,             210,            479,      1855,           0,       2096
 418,           626,             210,            467,      1852,           0,       2089
 419,           628,             211,            459,      1856,           0,       2119
 420,           629,             211,            467,      1872,           0,       2105
 421,           630,             211,            463,      1871,           0,       2106
 422,           631,             211,            462,      1894,           0,       2122
 423,           633,             212,            463,      1895,           0,       2136
 424,           634,             212,            464,      1891,           0,       2126
 425,           635,             212,            464,      1895,           0,       2204
 426,           636,             212,            473,      1900,           0,       2152
 427,           637,             212,            469,      1904,           0,       2155
 428,           639,             213,            468,      1919,           0,       2158
 429,           640,             213,            468,      1924,           0,       2153
 430,           641,             213,            468,      1911,           0,       2156
 431,           642,             213,            471,      1928,           0,       2163
 432,           643,             213,            473,      1942,           0,       2176
 433,           645,             214,            473,      1945,           0,       2178
